writing_id,sentence_id,text,expected,annotation,tokenize,word_length,no_edit
125,4,บางบริษัทญี่ปุ่นทำให้พนักงานทำงานหนักเพราะฉะนั้น พนักงานส่วนมากจึงมีความเครียด พฤศจิกายนนักท้องเที่ยวหลายคนมาเที่ยวประเทศไทย,บริษัทญี่ปุ่นบางแห่งให้พนักงานทำงานหนัก เพราะฉะนั้นพนักงานส่วนมากจึงมีความเครียด ในเดือนพฤศจิกายนนักท่องเที่ยวหลายคนมาเที่ยวประเทศไทย,,"['บาง', 'บริษัท', 'ญี่ปุ่น', 'ทำให้', 'พนักงาน', 'ทำงานหนัก', 'เพราะฉะนั้น', ' ', 'พนักงาน', 'ส่วนมาก', 'จึง', 'มี', 'ความเครียด', ' ', 'พฤศจิกายน', 'นัก', 'ท้อง', 'เที่ยว', 'หลาย', 'คน', 'มา', 'เที่ยว', 'ประเทศ', 'ไทย']",24,0
79,8,ซื้อยาเสพติดที่กรุงเทพทำง่ายๆ,การซื้อยาเสพติดที่กรุงเทพฯ ทำได้ง่าย ๆ,{=>การ:::Fluency}ซื้อยาเสพติดที่{กรุงเทพ=>กรุงเทพฯ:::Spelling}{=> :::Punctuation}ทำ{=>ได้:::Fluency}ง่าย{=> :::Punctuation}ๆ,"['ซื้อ', 'ยาเสพติด', 'ที่', 'กรุงเทพ', 'ทำ', 'ง่ายๆ']",6,0
207,1,เขาดูหนังตลอดคืน,เขาดูหนังตลอดคืน,เขาดูหนังตลอดคืน,"['เขา', 'ดู', 'หนัง', 'ตลอดคืน']",4,1
277,0,ผมอยากเลี้ยงแมว,ผมอยากเลี้ยงแมว,ผมอยากเลี้ยงแมว,"['ผม', 'อยาก', 'เลี้ยง', 'แมว']",4,1
302,8,มวยไทยเป็นกีฬาประเภทต่อสู้,มวยไทยเป็นกีฬาประเภทต่อสู้,มวยไทยเป็นกีฬาประเภทต่อสู้,"['มวยไทย', 'เป็น', 'กีฬา', 'ประเภท', 'ต่อสู้']",5,1
202,5,ป่านนั้นพูดภาษาไทยอย่างกับคนไทย,ป่านนั้นคงพูดภาษาไทยอย่างกับคนไทย,ป่านนั้น{=>คง:::Grammar}พูดภาษาไทยอย่างกับคนไทย,"['ป่าน', 'นั้น', 'พูด', 'ภาษาไทย', 'อย่าง', 'กับ', 'คนไทย']",7,0
317,9,คุณแต่งงานแลวเหรอ,คุณแต่งงานแล้วเหรอ,คุณแต่งงาน{แลว=>แล้ว:::Spelling}เหรอ,"['คุณ', 'แต่งงาน', 'แล', 'ว', 'เหรอ']",5,0
3,7,แต่ไม่เคยได้ยินใครคิดว่าสิ่งที่เราตนเองเคยทำ กำลังทำ น่าจะทำ จะมีผลกระทบต่อสิ่งแวดล้อมหรือไหม,แต่กลับไม่เคยได้ยินใครคิดว่าสิ่งที่ตนเองเคยทำ กำลังทำ น่าจะทำ จะมีผลกระทบต่อสิ่งแวดล้อมหรือไม่,แต่{=>กลับ:::Fluency}ไม่เคยได้ยินใครคิดว่าสิ่งที่{เรา=>:::Fluency}ตนเองเคยทำ กำลังทำ น่าจะทำ จะมีผลกระทบต่อสิ่งแวดล้อมหรือ{ไหม=>ไม่:::Fluency},"['แต่', 'ไม่', 'เคย', 'ได้ยิน', 'ใคร', 'คิด', 'ว่า', 'สิ่ง', 'ที่', 'เรา', 'ตนเอง', 'เคย', 'ทำ', ' ', 'กำลัง', 'ทำ', ' ', 'น่าจะ', 'ทำ', ' ', 'จะ', 'มีผลกระทบ', 'ต่อ', 'สิ่งแวดล้อม', 'หรือ', 'ไหม']",26,0
146,1,ภาษาที่สนุกมากคือภาษาใทย,ภาษาที่สนุกมาก คือ ภาษาไทย,ภาษาที่สนุกมาก{=> :::Punctuation}คือ{ใทย=> :::correction_tag}ภาษาไทย,"['ภาษา', 'ที่', 'สนุก', 'มาก', 'คือ', 'ภาษา', 'ใทย']",7,0
2,13,แม้ว่าเขารู้ว่านโยบายนี้ใช้เวลาแต่เขายอมทำเพื่อประชาชน,แม้ว่าเขารู้ว่านโยบายนี้ต้องใช้เวลาแต่เขาก็ยอมทำเพื่อประชาชน,แม้ว่าเขารู้ว่านโยบายนี้{=>ต้อง:::Fluency}ใช้เวลาแต่เขาก็ยอมทำเพื่อประชาชน,"['แม้ว่า', 'เขา', 'รู้', 'ว่า', 'นโยบาย', 'นี้', 'ใช้เวลา', 'แต่', 'เขา', 'ยอม', 'ทำ', 'เพื่อ', 'ประชาชน']",13,0
154,7,วันนี้ฝนอาจจะตก,วันนี้ฝนอาจจะตก,วันนี้ฝนอาจจะตก,"['วันนี้', 'ฝน', 'อาจจะ', 'ตก']",4,1
307,2,ผมก็เลยได้กลิ่นดอกไม้,ผมก็เลยได้กลิ่นดอกไม้,ผมก็เลยได้กลิ่นดอกไม้,"['ผม', 'ก็', 'เลย', 'ได้กลิ่น', 'ดอกไม้']",5,1
7,10,ลองใช้วิธีใหม่,ทดลองใช้วิธีใหม่ ๆ,,"['ลอง', 'ใช้', 'วิธี', 'ใหม่']",4,0
42,15,แต่ละฤดูเป็นที่มีช่วงเวลา 3 เดือนพอๆกัน,แต่ละฤดูมีช่วงเวลา 3 เดือนพอ ๆ กัน,แต่ละฤดู{เป็นที่=>:::Grammar}มีช่วงเวลา 3 เดือนพอ{=> :::Punctuation}ๆ{=> :::Punctuation}กัน,"['แต่ละ', 'ฤดู', 'เป็นที่', 'มี', 'ช่วงเวลา', ' ', '3', ' ', 'เดือน', 'พอ', 'ๆ', 'กัน']",12,0
162,5,ดูกอล์ฟ น่าเบื่อ,ดูกอล์ฟ น่าเบื่อ,ดูกอล์ฟ น่าเบื่อ,"['ดู', 'กอล์ฟ', ' ', 'น่าเบื่อ']",4,1
25,2,ฉันเรียนที่โรงเรียนนานาชาติซึ่งนักเรียนมาจากหลายประเทศ,ฉันเรียนที่โรงเรียนนานาชาติ ซึ่งมีนักเรียนมาจากหลายประเทศ,ฉันเรียนที่โรงเรียนนานาชาติ{=> :::Punctuation}ซึ่ง{=>มี:::Fluency}นักเรียนมาจากหลายประเทศ,"['ฉัน', 'เรียน', 'ที่', 'โรงเรียน', 'นานาชาติ', 'ซึ่ง', 'นักเรียน', 'มาจาก', 'หลาย', 'ประเทศ']",10,0
196,9,หิวข้าวและ ไปกินข้าวเถอะ,หิวข้าวแล้ว ไปกินข้าวเถอะ,หิวข้าว{และ=>แล้ว:::Fluency} ไปกินข้าวเถอะ,"['หิวข้าว', 'และ', ' ', 'ไป', 'กินข้าว', 'เถอะ']",6,0
192,7,มือถือเครื่อง นี้ราคาตั้งสี่หมื่นบาท,มือถือเครื่องนี้ราคาตั้งสี่หมื่นบาท,มือถือเครื่อง{ =>:::Punctuation}นี้ราคาตั้งสี่หมื่นบาท,"['มือถือ', 'เครื่อง', ' ', 'นี้', 'ราคา', 'ตั้ง', 'สี่', 'หมื่น', 'บาท']",9,0
224,7,ในที่สุดหมีกินกระเทียมกับไม้วอร์มวูดอยู่ในถ้ำระหว่าง ๑๐๐ เป็นความสำเร็จก็เลย,ในที่สุด หมีก็กินกระเทียมกับไม้วอร์มวูดอยู่ในถ้ำเป็นระยะเวลา ๑๐๐ วันสำเร็จ ก็เลย,ในที่สุด{=> :::Punctuation}หมี{=>ก็:::Fluency}กินกระเทียมกับไม้วอร์มวูดอยู่ในถ้ำ{ระหว่าง=>เป็นระยะเวลา:::Fluency} ๑๐๐ {=>วัน:::Grammar}{เป็นความ=>:::Grammar}สำเร็จ{=> :::Punctuation}ก็เลย,"['ในที่สุด', 'หมี', 'กิน', 'กระเทียม', 'กับ', 'ไม้', 'วอร์ม', 'วูด', 'อยู่', 'ใน', 'ถ้ำ', 'ระหว่าง', ' ', '๑๐๐', ' ', 'เป็น', 'ความสำเร็จ', 'ก็', 'เลย']",19,0
